paper_id,authors,year,title,source,relevance_score
40311872,Lin 2025,2025,Roles and potential of Large language models in healthcare: A comprehensive review.,PubMed,1.0
40311301,Chen 2025,2025,"Medical image translation with deep learning: Advances, datasets and perspectives.",PubMed,1.0
40310742,Luo 2025,2025,LLM-Guided Decoupled Probabilistic Prompt for Continual Learning in Medical Image Diagnosis.,PubMed,1.0
40308708,Zeng 2025,2025,Perfusion Parameter Map Generation from 3 Phases of Computed Tomography Perfusion in Stroke Using Generative Adversarial Networks.,PubMed,1.0
40304941,Rouzrokh 2025,2025,"A Current Review of Generative AI in Medicine: Core Concepts, Applications, and Current Limitations.",PubMed,1.0
40304576,Mansuri 2025,2025,Context Is Everything: Understanding Variable LLM Performance for Radiology Retrieval-Augmented Generation.,PubMed,1.0
40299744,Wu 2026,2026,Plausible Deniable Medical Image Encryption by Large Language Models and Reversible Content-Aware Strategy.,PubMed,1.0
40298602,Bluethgen 2025,2025,Best Practices for Large Language Models in Radiology.,PubMed,1.0
40297110,Sarangi 2025,2025,Evaluating ChatGPT-4's Performance in Identifying Radiological Anatomy in FRCR Part 1 Examination Questions.,PubMed,1.0
40293577,Sunagawa 2025,2025,Preoperative radiographical degenerative lumbar spondylolisthesis does not affect clinical outcomes of total hip arthroplasty.,PubMed,1.0
40289627,Anderson 2025,2025,Evaluating Large Language Models on Aerospace Medicine Principles.,PubMed,1.0
40288893,Park 2025,2025,Overview of South Korean Guidelines for Approval of Large Language or Multimodal Models as Medical Devices: Key Features and Areas for Improvement.,PubMed,1.0
40288466,Berzolla 2025,2025,Artificial Intelligence Large Language Models Improve Patient Comprehension of Radiologist Magnetic Resonance Imaging Reports.,PubMed,1.0
40287868,Saban 2025,2025,Comparison of CT referral justification using clinical decision support and large language models in a large European cohort.,PubMed,1.0
40281830,Lorenzoni 2025,2025,Large Language Models in Action: Supporting Clinical Evaluation in an Infectious Disease Unit.,PubMed,1.0
40279352,Jin 2025,2025,Advancements in artificial intelligence for the diagnosis and management of anterior segment diseases.,PubMed,1.0
40278714,Mattiussi 2025,2025,Use of Open-Source Large Language Models for Automatic Synthesis of the Entire Imaging Medical Records of Patients: A Feasibility Study.,PubMed,1.0
40276097,Ohara 2025,2025,Dimensionality reduction in 3D causal deep learning for neuroimage generation: an evaluation study.,PubMed,1.0
40273525,Temel 2025,2025,"Evaluating artificial intelligence performance in medical image analysis: Sensitivity, specificity, accuracy, and precision of ChatGPT-4o on Kellgren-Lawrence grading of knee X-ray radiographs.",PubMed,1.0
40271108,Suárez 2025,2025,Decoding wisdom: Evaluating ChatGPT's accuracy and reproducibility in analyzing orthopantomographic images for third molar assessment.,PubMed,1.0
40270251,Felip 2025,2025,Plain language summary of first-line amivantamab-lazertinib in previously untreated high-risk EGFR-altered non-small-cell lung cancer in MARIPOSA.,PubMed,1.0
40269046,Luo 2025,2025,"Evaluating the performance of GPT-3.5, GPT-4, and GPT-4o in the Chinese National Medical Licensing Examination.",PubMed,1.0
40268259,Zhang 2025,2025,A CVAE-based generative model for generalized B<sub>1</sub> inhomogeneity corrected chemical exchange saturation transfer MRI at 5 T.,PubMed,1.0
40267969,Tordjman 2025,2025,Comparative benchmarking of the DeepSeek large language model on medical tasks and clinical reasoning.,PubMed,1.0
40267276,Codipilly 2025,2025,Deep Learning Model for Histologic Diagnosis of Dysplastic Barrett's Esophagus: Multisite Cohort External Validation.,PubMed,1.0
40266670,Tandon 2025,2025,Can Artificial Intelligence Diagnose Knee Osteoarthritis?,PubMed,1.0
40264944,Suero Molina 2025,2025,Synthetic O-(2-<sup>18</sup>F-fluoroethyl)-l-tyrosine-positron emission tomography generation and hotspot prediction via preoperative MRI fusion of gliomas lacking radiographic high-grade characteristics.,PubMed,1.0
40263170,Doorly 2025,2025,"Applications of generative adversarial networks in the diagnosis, prognosis, and treatment of ophthalmic diseases.",PubMed,1.0
40262653,Reyes N/A,N/A,Beyond Human Limits: The Promise and Pitfalls of Large Language Models in Radiology Research.,PubMed,1.0
40261391,Shimizu 2025,2025,A multimodal machine learning model integrating clinical and MRI data for predicting neurological outcomes following surgical treatment for cervical spinal cord injury.,PubMed,1.0
40261173,Wang 2025,2025,Generative Artificial Intelligence to Improve Ultralow-Field-Strength MRI Scan Quality.,PubMed,1.0
40259576,Tekcan Sanli 2025,2025,Can ChatGPT detect breast cancer on mammography?,PubMed,1.0
40259201,Hartsock 2026,2026,Improving Radiology Report Conciseness and Structure via Local Large Language Models.,PubMed,1.0
40255788,Huang 2025,2025,Comparative Analysis of ChatGPT-4o and Gemini Advanced Performance on Diagnostic Radiology In-Training Exams.,PubMed,1.0
40251610,Huang 2025,2025,Smart contours: deep learning-driven internal gross tumor volume delineation in non-small cell lung cancer using 4D CT maximum and average intensity projections.,PubMed,1.0
40246299,Weisman 2025,2025,Development of a GPT-4-Powered Virtual Simulated Patient and Communication Training Platform for Medical Students to Practice Discussing Abnormal Mammogram Results With Patients: Multiphase Study.,PubMed,1.0
40245953,Soroush 2025,2025,Generative Artificial Intelligence in Clinical Medicine and Impact on Gastroenterology.,PubMed,1.0
40237913,Braune 2025,2025,External phantom-based validation of a deep-learning network trained for upscaling of digital low count PET data.,PubMed,1.0
40237430,Zhu 2025,2025,Multimodal Large Language Model With Knowledge Retrieval Using Flowchart Embedding for Forming Follow-Up Recommendations for Pancreatic Cystic Lesions.,PubMed,1.0
40234873,Yilmaz 2025,2025,Artificial intelligence performance in answering multiple-choice oral pathology questions: a comparative analysis.,PubMed,1.0
40234491,El-Atier 2025,2025,Accurate bladder cancer diagnosis using ensemble deep leaning.,PubMed,1.0
40234374,Matsutomo 2025,2025,Can interactive artificial intelligence be used for patient explanations of nuclear medicine examinations in Japanese?,PubMed,1.0
40234316,Panda 2025,2025,Understanding on the kinetics of pyrolysis process of waste-printed circuit board (WPCB).,PubMed,1.0
40232657,Xian 2025,2025,Enhancing hepatocellular carcinoma diagnosis in non-high-risk patients: a customized ChatGPT model integrating contrast-enhanced ultrasound.,PubMed,1.0
40232140,Savage 2025,2025,"RadSearch, a Semantic Search Model for Accurate Radiology Report Retrieval with Large Language Model Integration.",PubMed,1.0
40228651,Wu 2025,2025,ChatIOS: Improving automatic 3-dimensional tooth segmentation via GPT-4V and multimodal pre-training.,PubMed,1.0
40224622,Gimelli 2025,2025,Tips and tricks to evaluate the impact of ChatGPT in scientific writing.,PubMed,1.0
40224064,Kim 2025,2025,Can a large language model create acceptable dental board-style examination questions? A cross-sectional prospective study.,PubMed,1.0
40223962,Wang 2025,2025,Medicine's J.A.R.V.I.S. moment: how DeepSeek-R1 transforms clinical practice.,PubMed,1.0
40222973,Oraby 2025,2025,Hybrid of DSR-GAN and CNN for Alzheimer disease detection based on MRI images.,PubMed,1.0
40221804,Shah 2025,2025,Functional morphology of trabecular system in human proximal femur: a perspective from P45 sectional plastination and 3D reconstruction finite element analysis.,PubMed,1.0
40220164,Trivedi 2025,2025,Sustainable utilization of industrial solid and hazardous wastes with coal for energy and environmental efficiency.,PubMed,1.0
40218280,Ziegeler 2025,2025,Information Extraction from Lumbar Spine MRI Radiology Reports Using GPT4: Accuracy and Benchmarking Against Research-Grade Comprehensive Scoring.,PubMed,1.0
40216943,Lewsirirat 2025,2025,Deep learning-based classification of lymphedema and other lower limb edema diseases using clinical images.,PubMed,1.0
40216876,Sun 2025,2025,Static magnetic field inhibits epithelial mesenchymal transition and metastasis of glioma.,PubMed,1.0
40216673,Mathai 2026,2026,Privacy-Preserving Large Language Model for Matching Findings and Tracking Interval Changes in Longitudinal Radiology Reports.,PubMed,1.0
40216258,Li 2025,2025,AI driven cardiovascular risk prediction using NLP and Large Language Models for personalized medicine in athletes.,PubMed,1.0
40215839,Scalco 2025,2025,Leveraging deep learning for improving parameter extraction from perfusion MR images: A narrative review.,PubMed,1.0
40215158,Chen 2025,2025,Large Language Model With Region-Guided Referring and Grounding for CT Report Generation.,PubMed,1.0
40214739,Msherghi 2025,2025,Comparative diagnostic performance of [68 Ga]Ga-FAPI PET/CT and [18 F]FDGPET/CT in biliary tract cancers: a systematic review and meta-analysis.,PubMed,1.0
40208160,Salmanpour 2025,2025,Performance of Chat Generative Pretrained Transformer-4.0 in determining labiolingual localization of maxillary impacted canine and presence of resorption in incisors through panoramic radiographs: A retrospective study.,PubMed,1.0
40205518,Sun 2025,2025,Semantic-consistent diffusion model for unsupervised traumatic brain injury detection and segmentation from computed tomography images.,PubMed,1.0
40203779,Ra 2025,2025,Enhancing radiomics features via a large language model for classifying benign and malignant breast tumors in mammography.,PubMed,1.0
40203306,Mahyoub 2025,2025,Extracting Pulmonary Embolism Diagnoses From Radiology Impressions Using GPT-4o: Large Language Model Evaluation Study.,PubMed,1.0
40197923,Granjeiro 2025,2025,"The Future of Scientific Writing: AI Tools, Benefits, and Ethical Implications.",PubMed,1.0
40197098,Jiang 2025,2025,Deep Learning Applications in Imaging of Acute Ischemic Stroke: A Systematic Review and Narrative Summary.,PubMed,1.0
40194867,Srinivasan 2025,2025,Can off-the-shelf visual large language models detect and diagnose ocular diseases from retinal photographs?,PubMed,1.0
40194756,Shinn 2025,2025,Can ChatGPT answer patients' questions about nuclear stress tests and <sup>18</sup>F-Flurodeoxyglucose PET for myocardial inflammation?,PubMed,1.0
40190925,Huang 2025,2025,Employing Squeeze-and-Excitation Architecture in a Fine-Tuned Convolutional Neural Network for Magnetic Resonance Imaging Tumor Classification.,PubMed,1.0
40190132,Dorfner 2025,2025,Evaluating the effectiveness of biomedical fine-tuning for large language models on clinical tasks.,PubMed,1.0
40187356,Liu 2025,2025,MetaGP: A generative foundation model integrating electronic health records and multimodal imaging for addressing unmet clinical needs.,PubMed,1.0
40184826,Bentzen 2025,2025,Artificial Intelligence in Health Care: A Rallying Cry for Critical Clinical Research and Ethical Thinking.,PubMed,1.0
40184662,Wright 2025,2025,Automated computation of the HEART score with the GPT-4 large language model.,PubMed,1.0
40184460,Luo 2025,2025,FairDiffusion: Enhancing equity in latent diffusion models via fair Bayesian perturbation.,PubMed,1.0
40183181,Gallo 2025,2025,Current applications and future perspectives of artificial intelligence in functional urology and neurourology: how far can we get?,PubMed,1.0
40181717,Ranson 2025,2025,AI and Expert Medical Evidence.,PubMed,1.0
40181523,Wang 2025,2025,Development and Performance of a Large Language Model for the Quality Evaluation of Multi-Language Medical Imaging Guidelines and Consensus.,PubMed,1.0
40180558,Artsi 2025,2025,Challenges in Using Large Language Models for Simplifying Radiology Reports.,PubMed,1.0
40179622,Oulmalme 2025,2025,"A systematic review of generative AI approaches for medical image enhancement: Comparing GANs, transformers, and diffusion models.",PubMed,1.0
40179389,Hu 2025,2025,Large Language Models in Summarizing Radiology Report Impressions for Lung Cancer in Chinese: Evaluation Study.,PubMed,1.0
40178397,Ghanbari 2025,2025,"Free-breathing, Highly Accelerated, Single-beat, Multisection Cardiac Cine MRI with Generative Artificial Intelligence.",PubMed,1.0
40175204,Vrettos 2025,2025,Generating Synthetic T2*-Weighted Gradient Echo Images of the Knee with an Open-source Deep Learning Model.,PubMed,1.0
40174497,Hsieh 2025,2025,DALL-M: Context-aware clinical data augmentation with large language models.,PubMed,1.0
40174466,Ostrovsky 2025,2025,Evaluating a large language model's accuracy in chest X-ray interpretation for acute thoracic conditions.,PubMed,1.0
40167963,Wybitul 2025,2025,Voxel-wise insights into early Alzheimer's disease pathology progression: the association with APOE and memory decline.,PubMed,1.0
40167617,Eckstein 2025,2025,Multifaceted imaging strategies for clinical trials of knee osteoarthritis-a tightly interlinked value and precision chain.,PubMed,1.0
40167432,Bhayana 2025,2025,Accuracy of Large Language Model-based Automatic Calculation of Ovarian-Adnexal Reporting and Data System MRI Scores from Pelvic MRI Reports.,PubMed,1.0
40163243,Ryu 2025,2025,Automated detection of retinal artery occlusion in fundus photography via self-supervised deep learning and multimodal interpretability using a multimodal AI chatbot.,PubMed,1.0
40159565,Vitale 2025,2025,Improving realism in abdominal ultrasound simulation combining a segmentation-guided loss and polar coordinates training.,PubMed,1.0
40159559,Syryca 2025,2025,Automated generation of echocardiography reports using artificial intelligence: a novel approach to streamlining cardiovascular diagnostics.,PubMed,1.0
40158739,Stidham 2025,2025,Artificial Intelligence-Enabled Clinical Trials in Inflammatory Bowel Disease: Automating and Enhancing Disease Assessment and Study Management.,PubMed,1.0
40158093,Guo 2025,2025,Diagnostic performance of advanced large language models in cystoscopy: evidence from a retrospective study and clinical cases.,PubMed,1.0
40157013,Emekli 2025,2025,AI in radiography education: Evaluating multiple-choice questions difficulty and discrimination.,PubMed,1.0
40155540,Vellmer 2025,2025,Diffusion MRI GAN synthesizing fibre orientation distribution data using generative adversarial networks.,PubMed,1.0
40155520,Paakkari 2025,2025,Dual-Contrast Agent with Nanoparticle and Molecular Components in Photon-Counting Computed Tomography: Assessing Articular Cartilage Health.,PubMed,1.0
40154112,Nguyen 2025,2025,Assessing the predictive accuracy of ChatGPT-based image analysis in forecasting long-term scar characteristics from 3-month assessments - A pilot study.,PubMed,1.0
40153891,Panagoulias 2025,2025,Dermacen analytica: A novel methodology integrating multi-modal large language models with machine learning in dermatology.,PubMed,1.0
40153539,Abdullah 2025,2025,Automated Radiology Report Labeling in Chest X-Ray Pathologies: Development and Evaluation of a Large Language Model Framework.,PubMed,1.0
40153138,Schmitt 2025,2025,DLL3 Expression in Neuroendocrine Carcinomas and Neuroendocrine Tumours: Insights From a Multicentric Cohort of 1294 Pulmonary and Extrapulmonary Neuroendocrine Neoplasms.,PubMed,1.0
40150498,Alkhalefah 2025,2025,"Advancing Diabetic Foot Ulcer Care: AI and Generative AI Approaches for Classification, Prediction, Segmentation, and Detection.",PubMed,1.0
40148952,Nagata 2025,2025,Appropriate patient selection based on joint line convergence angle minimizes the difference between the mechanical axis in the standing and supine positions after open-wedge high tibial osteotomy and distal tuberosity osteotomy.,PubMed,1.0
40147442,Stanley 2025,2025,Large language models deconstruct the clinical intuition behind diagnosing autism.,PubMed,1.0
40146656,Fatima 2025,2025,Synthetic Lung Ultrasound Data Generation Using Autoencoder With Generative Adversarial Network.,PubMed,1.0
40140592,Rao 2025,2025,Multimodal generative AI for medical image interpretation.,PubMed,1.0
40140017,Indongo 2025,2025,Fluorescence 'turn-on' sensing of glial fibrillary acidic protein using graphene oxide-quenched copper nanoclusters.,PubMed,1.0
40139461,Cabezas 2025,2025,ChatGPT-4's Accuracy in Estimating Thyroid Nodule Features and Cancer Risk From Ultrasound Images.,PubMed,1.0
40139433,Triana 2025,2025,Proof-of-Concept Prompted Large Language Model for Radiology Procedure Request Routing.,PubMed,1.0
40136025,Chen 2025,2025,Pseudo-Contrast-enhanced US via Enhanced Generative Adversarial Networks for Evaluating Tumor Ablation Efficacy.,PubMed,1.0
40133880,Tan 2025,2025,A risk stratification model based on ultrasound radiologic features for cervical metastatic lymph nodes in papillary thyroid cancer.,PubMed,1.0
40131745,Yang 2025,2025,Spatio-Temporal and Retrieval-Augmented Modeling for Chest X-Ray Report Generation.,PubMed,1.0
40131528,Sau 2025,2025,Accuracy and quality of ChatGPT-4o and Google Gemini performance on image-based neurosurgery board questions.,PubMed,1.0
40131111,Hong 2025,2025,Diagnostic Accuracy and Clinical Value of a Domain-specific Multimodal Generative AI Model for Chest Radiograph Report Generation.,PubMed,1.0
40131104,Little 2025,2025,Generative AI Reporting of Chest Radiographs: Promise and Perspectives.,PubMed,1.0
40128510,Shafieioun 2025,2025,Predictive power of artificial intelligence for malignant cerebral edema in stroke patients: a CT-based systematic review and meta-analysis of prevalence and diagnostic performance.,PubMed,1.0
40127823,Coppi 2025,2025,Sjögren's syndrome and pulmonary hypertension: Exploring the intricate link with interstitial lung disease.,PubMed,1.0
40121370,Takita 2025,2025,A systematic review and meta-analysis of diagnostic performance comparison between generative AI and physicians.,PubMed,1.0
40120387,Zaboli 2025,2025,Chat-GPT in triage: Still far from surpassing human expertise - An observational study.,PubMed,1.0
40120065,Pristoupil 2025,2025,Generative pre-trained transformer 4o (GPT-4o) in solving text-based multiple response questions for European Diploma in Radiology (EDiR): a comparative study with radiologists.,PubMed,1.0
40119882,Pistoia 2025,2025,High-resolution ultrasound of the annular pulley system in the toes: sonographic anatomy and pathological cases.,PubMed,1.0
40119072,da Silva Andrade 2025,2025,Bulldogs stenosis degree classification using synthetic images created by generative artificial intelligence.,PubMed,1.0
40119020,Busch 2025,2025,Evaluation of a Retrieval-Augmented Generation-Powered Chatbot for Pre-CT Informed Consent: a Prospective Comparative Study.,PubMed,1.0
40117499,Sattler 2025,2025,Evaluating the Diagnostic Accuracy of ChatGPT-4 Omni and ChatGPT-4 Turbo in Identifying Melanoma: Comparative Study.,PubMed,1.0
40116759,Madrid 2025,2025,Performance of Plug-In Augmented ChatGPT and Its Ability to Quantify Uncertainty: Simulation Study on the German Medical Board Examination.,PubMed,1.0
40109324,Levartovsky 2025,2025,Enhancing diagnostics: ChatGPT-4 performance in ulcerative colitis endoscopic assessment.,PubMed,1.0
40108025,Tao 2025,2025,SMARCC1 promotes M2 macrophage polarization and reduces ferroptosis in lung cancer by activating FLOT1 transcription.,PubMed,1.0
40107410,Phipps 2025,2025,"AI image generation technology in ophthalmology: Use, misuse and future applications.",PubMed,1.0
40106452,Mansoor 2025,2025,Large Language Models for Pediatric Differential Diagnoses in Rural Health Care: Multicenter Retrospective Cohort Study Comparing GPT-3 With Pediatrician Performance.,PubMed,1.0
40106212,Takayama 2025,2025,Prediction of the wall-invasion pattern of advanced gallbladder carcinoma using extracellular volume fraction.,PubMed,1.0
40106028,Allio 2025,2025,Reverse shoulder arthroplasty for proximal humerus fracture: does tuberosity reinsertion improve the functional outcomes more than 5 years after surgery?,PubMed,1.0
40105944,Herold 2025,2025,[The use of large language models in medicine and in radiology in particular].,PubMed,1.0
40105176,D N 2025,2025,Assessment of perceived realism in AI-generated synthetic spine fracture CT images.,PubMed,1.0
40104864,Ha 2025,2025,Magnetic resonance image generation using enhanced TransUNet in temporomandibular disorder patients.,PubMed,1.0
40102336,Perkins 2025,2025,3D imaging for dental identification: a pilot investigation of a novel segmentation method using an intra oral scanning device.,PubMed,1.0
40101096,Ozduran 2025,2025,"Readability, reliability and quality of responses generated by ChatGPT, gemini, and perplexity for the most frequently asked questions about pain.",PubMed,1.0
40100267,Hao 2025,2025,Prompt Framework for Extracting Scale-Related Knowledge Entities from Chinese Medical Literature: Development and Evaluation Study.,PubMed,1.0
40097844,Agarwal 2025,2025,Impact of hospital-specific domain adaptation on BERT-based models to classify neuroradiology reports.,PubMed,1.0
40095693,Troian 2025,2025,An Assessment of ChatGPT's Responses to Common Patient Questions About Lung Cancer Surgery: A Preliminary Clinical Evaluation of Accuracy and Relevance.,PubMed,1.0
40094793,Basri 2025,2025,Effectiveness of ChatGPT for educators professional development: An empirical study with medical faculty.,PubMed,1.0
40093903,Wang 2025,2025,Artificial intelligence-enhanced retinal imaging as a biomarker for systemic diseases.,PubMed,1.0
40093707,Xu 2025,2025,An assessment of ChatGPT in error detection for thyroid ultrasound reports: A comparative study with ultrasound physicians.,PubMed,1.0
40090067,Singh 2025,2025,ChatGPT vs. Gemini: Comparative accuracy and efficiency in Lung-RADS score assignment from radiology reports.,PubMed,1.0
40087155,Cecchinato 2025,2025,Does sagittal alignment after spinal reconstruction following en bloc tumor resection impact revision rate? A preliminary long-term retrospective study.,PubMed,1.0
40084446,Signorini 2025,2025,[Evaluating the accuracy of large language models in answering mammography screening questions in Italian and English: a study based on the Eusobi guidelines].,PubMed,1.0
40083534,Chen 2025,2025,"DeepSeek's impact on thoracic surgeons' work patterns-past, present and future.",PubMed,1.0
40075883,Wakonig 2025,2025,Comparing ChatGPT 4.0's Performance in Interpreting Thyroid Nodule Ultrasound Reports Using ACR-TI-RADS 2017: Analysis Across Different Levels of Ultrasound User Experience.,PubMed,1.0
40073582,Liu 2025,2025,AI-based association analysis for medical imaging using latent-space geometric confounder correction.,PubMed,1.0
40072709,Qin 2025,2025,A Novel Dual Latex Balloon Catheter for Temporarily Closing Acute Postinfarction Ventricle Septum Defect (VSD) in a Pig Model.,PubMed,1.0
40072530,Arnold 2025,2025,[Integration of large language models into the clinic : Revolution in analysing and processing patient data to increase efficiency and quality in radiology].,PubMed,1.0
40072247,Chaudhary 2025,2025,"Deep Learning Estimation of Small Airway Disease from Inspiratory Chest Computed Tomography: Clinical Validation, Repeatability, and Associations with Adverse Clinical Outcomes in Chronic Obstructive Pulmonary Disease.",PubMed,1.0
40072217,Weinert 2025,2025,Enhancing Large Language Models with Retrieval-Augmented Generation: A Radiology-Specific Approach.,PubMed,1.0
40070416,Farshchitabrizi 2025,2025,AI-enhanced PET/CT image synthesis using CycleGAN for improved ovarian cancer imaging.,PubMed,1.0
40069254,Boumeridja 2025,2025,Enhancing fetal ultrasound image quality and anatomical plane recognition in low-resource settings using super-resolution models.,PubMed,1.0
40069213,Yazdani 2025,2025,An Evaluation Benchmark for Adverse Drug Event Prediction from Clinical Trial Results.,PubMed,1.0
40068152,Dai 2025,2025,Accuracy of Large Language Models for Literature Screening in Thoracic Surgery: Diagnostic Study.,PubMed,1.0
40067112,Babyn 2025,2025,Harnessing the Power of Generative AI to Enhance Radiologist Efficiency and Accuracy.,PubMed,1.0
40067108,Hong 2025,2025,Value of Using a Generative AI Model in Chest Radiography Reporting: A Reader Study.,PubMed,1.0
40064245,Liu 2025,2025,DGEDDGAN: A dual-domain generator and edge-enhanced dual discriminator generative adversarial network for MRI reconstruction.,PubMed,1.0
40063090,Blüthgen 2025,2025,[Technical foundations of large language models].,PubMed,1.0
40059276,Ito 2025,2025,Assessing large language models for Lugano classification of malignant lymphoma in Japanese FDG-PET reports.,PubMed,1.0
40058990,Bartley 2025,2025,Artificial Intelligence for Teaching Case Curation: Evaluating Model Performance on Imaging Report Discrepancies.,PubMed,1.0
40056841,Shah 2025,2025,Integrating local and global attention mechanisms for enhanced oral cancer detection and explainability.,PubMed,1.0
40056344,Atsukawa 2025,2025,Evaluation of radiology residents' reporting skills using large language models: an observational study.,PubMed,1.0
40055704,Dai 2025,2025,JAK/STAT signaling as a key regulator of ferroptosis: mechanisms and therapeutic potentials in cancer and diseases.,PubMed,1.0
40055233,Kim 2025,2025,Human-AI collaboration in large language model-assisted brain MRI differential diagnosis: a usability study.,PubMed,1.0
40054012,Liu 2025,2025,Architectural order identification across label-free living cell imaging with a swin transformer-conditional GAN.,PubMed,1.0
40053915,Zhu 2025,2025,High identification and positive-negative discrimination but limited detailed grading accuracy of ChatGPT-4o in knee osteoarthritis radiographs.,PubMed,1.0
40051774,Encalada 2025,2025,Optimizing patient understanding of spine MRI reports using AI: A prospective single center study.,PubMed,1.0
40050617,Chu 2025,2025,Deep learning-driven pulmonary artery and vein segmentation reveals demography-associated vasculature anatomical differences.,PubMed,1.0
40050277,Li 2025,2025,Towards a holistic framework for multimodal LLM in 3D brain CT radiology report generation.,PubMed,1.0
40048987,Lee 2025,2025,Pediatric trauma transfer patients have low rates of additional traumatic injuries.,PubMed,1.0
40048727,Dansby 2025,2025,Introduction to Spine Injuries in the Pickleball Athlete.,PubMed,1.0
40048391,Chung 2025,2025,Invited Commentary: Reflections on Prompt Engineering and Generative Artificial Intelligence in Radiology.,PubMed,1.0
40047952,Duan 2025,2025,Advances in risk prediction models for cancer-related cognitive impairment.,PubMed,1.0
40044548,Helvacioglu-Yigit 2025,2025,Evaluating artificial intelligence chatbots for patient education in oral and maxillofacial radiology.,PubMed,1.0
40043704,Mao 2025,2025,Assessments of lung nodules by an artificial intelligence chatbot using longitudinal CT images.,PubMed,1.0
40040103,Abaid 2024,2024,Synthesizing CTA Image Data for Type-B Aortic Dissection using Stable Diffusion Models.,PubMed,1.0
40039528,Dhinagar 2024,2024,Counterfactual MRI Generation with Denoising Diffusion Models for Interpretable Alzheimer's Disease Effect Detection.,PubMed,1.0
40039186,Latorre 2024,2024,Towards Case-based Interpretability for Medical Federated Learning.,PubMed,1.0
40037947,MacKay 2025,2025,Automated structured data extraction from intraoperative echocardiography reports using large language models.,PubMed,1.0
40036089,Yazla 2025,2025,Compliance Evaluation with ChatGPT for Diagnosis and Treatment in Patients Brought to the ED with a Preliminary Diagnosis of Stroke.,PubMed,1.0
40032913,Deebani 2025,2025,Synergistic transfer learning and adversarial networks for breast cancer diagnosis: benign vs. invasive classification.,PubMed,1.0
40032768,Ra 2025,2025,Prediction of short-term anatomic prognosis for central serous chorioretinopathy using a generative adversarial network.,PubMed,1.0
40032759,Alarifi 2025,2025,Appropriateness of Thyroid Nodule Cancer Risk Assessment and Management Recommendations Provided by Large Language Models.,PubMed,1.0
40031377,De-Giorgio 2025,2025,The need for balancing 'black box' systems and explainable artificial intelligence: A necessary implementation in radiology.,PubMed,1.0
40031357,Liu 2025,2025,"Aligning, Autoencoding and Prompting Large Language Models for Novel Disease Reporting.",PubMed,1.0
40030771,Xue 2025,2025,DARCS: Memory-Efficient Deep Compressed Sensing Reconstruction for Acceleration of 3D Whole-Heart Coronary MR Angiography.,PubMed,1.0
40026054,Ganjavi 2025,2025,Generative artificial intelligence in oncology.,PubMed,1.0
40025252,Rao 2025,2025,A Future of Self-Directed Patient Internet Research: Large Language Model-Based Tools Versus Standard Search Engines.,PubMed,1.0
40025160,Ye 2025,2025,Generative language reconstruction from brain recordings.,PubMed,1.0
40024439,Alfonzetti 2025,2025,Transforming the Landscape of Clinical Information Retrieval Using Generative Artificial Intelligence: An Application in Machine Fault Analysis.,PubMed,1.0
40023961,Song 2025,2025,Cooperative GAN: Automated tympanic membrane anomaly detection using a Cooperative Observation Network.,PubMed,1.0
40023671,Sahashi 2025,2025,AI-echocardiography: Current status and future direction.,PubMed,1.0
40023073,Ibrahim 2025,2025,Generative AI for synthetic data across multiple medical modalities: A systematic review of recent developments and challenges.,PubMed,1.0
40022832,Acosta 2025,2025,"Retraction notice to ""Enhancing radiography education through immersive virtual reality"" [Radiography 30 (S2) (2024) 42-50].",PubMed,1.0
40021679,Tan 2025,2025,ChatGPT performance in assessing musculoskeletal MRI scan appropriateness based on ACR appropriateness criteria.,PubMed,1.0
40021228,Enslin 2025,2025,"Past, Present, and Future: A History Lesson in Artificial Intelligence.",PubMed,1.0
40020253,Farrow 2025,2025,Managing class imbalance in the training of a large language model to predict patient selection for total knee arthroplasty: Results from the Artificial intelligence to Revolutionise the patient Care pathway in Hip and knEe aRthroplastY (ARCHERY) project.,PubMed,1.0
40016861,Dietrich 2025,2025,Evaluating Adherence to Canadian Radiology Guidelines for Incidental Hepatobiliary Findings Using RAG-Enabled LLMs.,PubMed,1.0
40016611,Kwok 2025,2025,Differences in Blood Eosinophil Level During Stable Disease and During Exacerbation of COPD and Exacerbation Risks.,PubMed,1.0
40015562,Park 2025,2025,Crucial Role of Understanding in Human-Artificial Intelligence Interaction for Successful Clinical Adoption.,PubMed,1.0
40015560,Ko 2025,2025,Adherence of Studies on Large Language Models for Medical Applications Published in Leading Medical Journals According to the MI-CLEAR-LLM Checklist.,PubMed,1.0
40015549,Elbashti 2025,2025,"An alternative approach to code, store, and regenerate 3D data in dental medicine using open-source software: A scripting-based technique.",PubMed,1.0
40012697,Shiva Shankar 2025,2025,ChatGPT-4 as an Assistant for Evidence-Based Decision-Making Among General Dentists: An Observational Feasibility Study.,PubMed,1.0
40012080,Cipolletta 2025,2025,"Is thickened hyaline cartilage on ultrasound a sign of osteoarthritis? A within-person, between-joint pilot study.",PubMed,1.0
40010238,Yaman Kula 2025,2025,Artificial intelligence versus neurologists: A comparative study on multiple sclerosis expertise.,PubMed,1.0
40009850,Song 2025,2025,Stroke Diagnosis and Prediction Tool Using ChatGLM: Development and Validation Study.,PubMed,1.0
40009151,Colarieti 2025,2025,"The radiologist as an independent ""third party"" to the patient and clinicians in the era of generative AI.",PubMed,1.0
