paper_id,authors,year,title,source,relevance_score
40886660,Cobo 2025,2025,Physical foundations for trustworthy medical imaging: A survey for artificial intelligence researchers.,PubMed,1.0
40873376,Park 2025,2025,Accuracy of Large Language Models in Detecting Cases Requiring Immediate Reporting in Pediatric Radiology: A Feasibility Study Using Publicly Available Clinical Vignettes.,PubMed,1.0
40873371,Lee 2025,2025,Academic Journal Podcast and Generative Artificial Intelligence: Introducing KJR SummaryCast.,PubMed,1.0
40884611,Lai 2026,2026,Synthesize contrast-enhanced ultrasound image of thyroid nodules via generative adversarial networks.,PubMed,1.0
40884080,Tekcan Sanli 2025,2025,ChatGPT's Methodological Perspectives on Information Quality in Interventional Radiology.,PubMed,1.0
40883632,Massacesi 2025,2025,A case of diabetic foot with severe vascular disease in an elderly no-option patient undergoing lower limb arterialization: a clinical case report.,PubMed,1.0
40882475,Ajith 2025,2025,TransUNET-DDPM: A transformer-enhanced diffusion model for subject-specific brain network generation and classification.,PubMed,1.0
40870387,Aydin 2025,2025,Clinical Failure of General-Purpose AI in Photographic Scoliosis Assessment: A Diagnostic Accuracy Study.,PubMed,1.0
40869739,Christodoulou 2025,2025,Artificial Intelligence in Alzheimer's Disease Diagnosis and Prognosis Using PET-MRI: A Narrative Review of High-Impact Literature Post-Tauvid Approval.,PubMed,1.0
40868407,Prabha 2025,2025,Enhancing Clinical Decision Support with Adaptive Iterative Self-Query Retrieval for Retrieval-Augmented Large Language Models.,PubMed,1.0
40868308,Rodrigues 2025,2025,"IHRAS: Automated Medical Report Generation from Chest X-Rays via Classification, Segmentation, and LLMs.",PubMed,1.0
40864905,Sunshine 2025,2025,Evaluating the Quality and Understandability of Radiology Report Summaries Generated by ChatGPT: Survey Study.,PubMed,1.0
40880380,Clark 2025,2025,Comparative Analysis of LLMs' Performance On a Practice Radiography Certification Exam.,PubMed,1.0
40876962,Narayana 2025,2025,Characterising research trends in bronchiectasis through AI-powered analytics.,PubMed,1.0
40866412,Shin 2025,2025,Two stage large language model approach enhancing entity classification and relationship mapping in radiology reports.,PubMed,1.0
40865331,Siqueira 2025,2025,Exploring TROP2 expression in oropharyngeal squamous cell carcinoma: Association with prognosis and tumor immune microenvironment composition.,PubMed,1.0
40865328,Zhu 2025,2025,MSARAE: Multiscale adversarial regularized autoencoders for cortical network classification.,PubMed,1.0
40864571,Wang 2026,2026,Activating Associative Disease-Aware Vision Token Memory for LLM-Based X-Ray Report Generation.,PubMed,1.0
40862689,Hathaway 2025,2025,Advancing Early Detection of Chronic Obstructive Pulmonary Disease Using Generative AI.,PubMed,1.0
40859415,Lee 2025,2025,Monolithically-Integrated van der Waals Synaptic Memory via Bulk Nano-Crystallization.,PubMed,1.0
40855279,Bai 2025,2025,Application of artificial intelligence chatbots in interpreting magnetic resonance imaging reports: a comparative study.,PubMed,1.0
40855358,Okumura 2025,2025,Prospective study of primary aldosteronism in acute ischemic stroke: association with small vessel disease.,PubMed,1.0
40849638,Kwak 2025,2025,Early postnatal right-to-left patent ductus arteriosus shunting and severe outcomes in neonates with congenital diaphragmatic hernia: a retrospective cohort study.,PubMed,1.0
40849473,Yang 2025,2025,The performance of ChatGPT on medical image-based assessments and implications for medical education.,PubMed,1.0
40851729,Bansal 2025,2025,Role of Artificial Intelligence and Machine Learning in Conservative Dentistry and Endodontics: A Review.,PubMed,1.0
40851045,Hacibey 2025,2025,Bosniak classification of renal cysts using large language models: a comparative study.,PubMed,1.0
40849232,Dogra 2025,2025,Evaluating Large Language Models for Radiology Systematic Review Title and Abstract Screening.,PubMed,1.0
40847080,Nakaura 2026,2026,Intra-axial primary brain tumor differentiation: comparing large language models on structured MRI reports vs. radiologists on images.,PubMed,1.0
40846793,Wiest 2025,2025,Large language models for clinical decision support in gastroenterology and hepatology.,PubMed,1.0
40840937,Kim 2025,2025,In-Context Learning with Large Language Models: A Simple and Effective Approach to Improve Radiology Report Labeling.,PubMed,1.0
40845137,Nazha 2025,2025,Artificial intelligence in hematology.,PubMed,1.0
40844727,Özcan 2025,2025,Optimizing synthetic hematocrit for cardiac MRI: a multivariable model calibrated with standardized venous sampling.,PubMed,1.0
40842485,Doerig 2025,2025,High-level visual representations in the human brain are aligned with large language models.,PubMed,1.0
40840511,Gao 2025,2025,Reconstruction of total-body multi parametric images with shortened-duration dynamic [<sup>68</sup>Ga]Ga-PSMA-11 and [<sup>68</sup>Ga]Ga-FAPI-04 PET scans.,PubMed,1.0
40839151,Sakamoto 2025,2025,Artificial intelligence in echocardiography: current applications and future perspectives.,PubMed,1.0
40838104,Islam 2025,2025,The potential of generative AI with prostate-specific membrane antigen (PSMA) PET/CT: challenges and future directions.,PubMed,1.0
40838089,Zamora 2025,2025,"Generative artificial intelligence, large language models and ChatGPT in musculoskeletal Oncology: Current applications and future potential.",PubMed,1.0
40836020,Büyüktoka 2026,2026,Applying large language model for automated quality scoring of radiology requisitions using a standardized criteria.,PubMed,1.0
40833021,Deitelzweig 2025,2025,Plain language summary of the direct oral anticoagulant switch study: effect of switching or continuing apixaban or rivaroxaban among people with non-valvular atrial fibrillation.,PubMed,1.0
40831133,Yilihamu 2025,2025,[The application effect of Generative Pre-Treatment Tool of Skeletal Pathology in functional lumbar spine radiographic analysis].,PubMed,1.0
40830600,Pristoupil 2025,2025,Five advanced chatbots solving European Diploma in Radiology (EDiR) text-based questions: differences in performance and consistency.,PubMed,1.0
40828814,Wang 2025,2025,HEE-SegGAN: A holistically-nested edge enhanced GAN for pulmonary nodule segmentation.,PubMed,1.0
40825846,Heydari 2025,2025,Incorporating large language models as clinical decision support in oncology: the Woollie model.,PubMed,1.0
40825616,Altun 2025,2025,"Is ChatGPT-40 Truly Ineffective at Trauma X-Ray Interpretation, or Does Machine Learning Simply Need More Practice?",PubMed,1.0
40821134,B H 2025,2025,The Application and Diagnostic Accuracy of Artificial Intelligence in Rhinology: A Review.,PubMed,1.0
40819949,Yang 2025,2025,[Development and application on a full process disease diagnosis and treatment assistance system based on generative artificial intelligence].,PubMed,1.0
40817944,Farahani 2026,2026,Diagnostic performance of deep learning for predicting glioma isocitrate dehydrogenase and 1p/19q co-deletion in MRI: a systematic review and meta-analysis.,PubMed,1.0
40817317,Hirakawa 2025,2025,Fine-Tuned Large Language Model for Extracting Pretreatment Pancreatic Cancer According to Computed Tomography Radiology Reports.,PubMed,1.0
40816978,Khosravi 2025,2025,"Exploring the potential of generative artificial intelligence in medical image synthesis: opportunities, challenges, and future directions.",PubMed,1.0
40815310,Gertz 2026,2026,From dictation to diagnosis: enhancing radiology reporting with integrated speech recognition in multimodal large language models.,PubMed,1.0
40814059,Fernández-Lázaro 2025,2025,Twelve weeks of respiratory muscle training enhance respiratory function in CrossFit<sup>®</sup> athletes returning to exercise post-SARS-CoV-2 infection: single-blind randomized clinical trial.,PubMed,1.0
40813472,Satapathy 2025,2025,"Comment on ""Outcomes of Percutaneous Cryoablation in Aneurysmal Bone Cysts: A Clinical and Imaging Analysis"".",PubMed,1.0
40812356,Veronese 2025,2025,Optimized AI-based neural decoding from BOLD fMRI signal for analyzing visual and semantic ROIs in the human visual system.,PubMed,1.0
40812087,de Almeida 2025,2025,Auto-METRICS: LLM-assisted scientific quality control for radiomics research.,PubMed,1.0
40811297,Jiang 2026,2026,Lung-DDPM: Semantic Layout-Guided Diffusion Models for Thoracic CT Image Synthesis.,PubMed,1.0
40807032,Palmarin 2025,2025,Assessing the Accuracy and Readability of Large Language Model Guidance for Patients on Breast Cancer Surgery Preparation and Recovery.,PubMed,1.0
40804907,van Praagh 2025,2025,Radiomics with Clinical Data and [<sup>18</sup>F]FDG-PET for Differentiating Between Infected and Non-Infected Intracavitary Vascular (Endo)Grafts: A Proof-of-Concept Study.,PubMed,1.0
40804881,Salbas 2025,2025,"Performance of Large Language Models in Recognizing Brain MRI Sequences: A Comparative Analysis of ChatGPT-4o, Claude 4 Opus, and Gemini 2.5 Pro.",PubMed,1.0
40804793,Lapaeva 2025,2025,A comprehensive comparative study of generative adversarial network architectures for synthetic computed tomography generation in the abdomen.,PubMed,1.0
40804780,Zhang 2025,2025,A deep learning derived prostate zonal volume-based biomarker from T2-weighted MRI to distinguish between prostate cancer and benign prostatic hyperplasia.,PubMed,1.0
40804596,Alarifi 2025,2025,Exploring Radiologists' Use of AI Chatbots for Assistance in Image Interpretation: Patterns of Use and Trust Evaluation.,PubMed,1.0
40804115,Kawai 2025,2025,Multimodal ensemble machine learning predicts neurological outcome within three hours after out of hospital cardiac arrest.,PubMed,1.0
40803966,Büyüktoka 2025,2025,Multimodal Large Language Models for Pediatric Bone-Age Assessment: A Comparative Accuracy Analysis.,PubMed,1.0
40802978,Richlitzki 2025,2025,Assessing ChatGPT's Educational Potential in Lung Cancer Radiotherapy From Clinician and Patient Perspectives: Content Quality and Readability Analysis.,PubMed,1.0
40801499,Bluethgen 2025,2025,Generative Artificial Intelligence Increases Radiograph Reporting Efficiency.,PubMed,1.0
40799928,Sorin 2025,2025,Evaluating prompt and data perturbation sensitivity in large language models for radiology reports classification.,PubMed,1.0
40799875,Papiashvili 2025,2025,"Evaluation of GPT-4 Accuracy in the Interpretation of Medical Imaging: Potential Benefits, Limitations, and the Future.",PubMed,1.0
40797088,Jerves-Donoso 2025,2025,Analysis of blood biomarkers and sports performance in crossfit athletes using the elevation training mask 2.0 post SARS-CoV-2 infection.,PubMed,1.0
40796690,Soh 2025,2025,Spontaneous facet fusion following lateral lumbar interbody fusion supplemented with percutaneous pedicle screw fixation in degenerative lumbar disease.,PubMed,1.0
40796469,Rohren 2025,2025,Post-deployment Monitoring of AI Performance in Intracranial Hemorrhage Detection by ChatGPT.,PubMed,1.0
40796316,Liu 2025,2025,The performance of large language models in dentomaxillofacial radiology: a systematic review.,PubMed,1.0
40795541,Lin 2025,2025,"CXR-LT 2024: A MICCAI challenge on long-tailed, multi-label, and zero-shot disease classification from chest X-ray.",PubMed,1.0
40795414,Wu 2025,2025,Overlooked clinical realities in ChatGPT vs. DeepSeek comparative studies: Barriers to translating dynamic decision support to practice.,PubMed,1.0
40795315,Idrissi-Yaghir 2025,2025,Using a Diverse Test Suite to Assess Large Language Models on Fast Health Care Interoperability Resources Knowledge: Comparative Analysis.,PubMed,1.0
40793942,Hou 2025,2025,One Year On: Assessing Progress of Multimodal Large Language Model Performance on RSNA 2024 Case of the Day Questions.,PubMed,1.0
40791731,Guan 2025,2025,A Clinically-Informed Framework for Evaluating Vision-Language Models in Radiology Report Generation: Taxonomy of Errors and Risk-Aware Metric.,PubMed,1.0
40790276,Dar 2025,2025,Unconditional latent diffusion models memorize patient imaging data.,PubMed,1.0
40790035,Li 2025,2025,Powder diffraction crystal structure determination using generative models.,PubMed,1.0
40790003,Primiano 2025,2025,Generative Artificial Intelligence to Automate Cerebral Perfusion Mapping in Acute Ischemic Stroke from Non-contrast Head Computed Tomography Images: Pilot Study.,PubMed,1.0
40788335,Kizek 2026,2026,"Cerebral tumefactive demyelinating lesions: clinical spectrum, long-term outcomes, and treatment.",PubMed,1.0
40786912,Jiang 2025,2025,Optimizing Oncolytic Virotherapy for Malignant Glioma: From Bench to Bedside.,PubMed,1.0
40785272,Özer 2025,2025,Examining the Role of Artificial Intelligence in Assessment: A Comparative Study of ChatGPT and Educator-Generated Multiple-Choice Questions in a Dental Exam.,PubMed,1.0
40784978,Schulz 2025,2025,Bone-formation-related markers in osteonecrosis of the jaws and their correlation with radiographic findings.,PubMed,1.0
40783343,Dehdab 2025,2025,LLM-Based Extraction of Imaging Features from Radiology Reports: Automating Disease Activity Scoring in Crohn's Disease.,PubMed,1.0
40782277,Garcia-Salinas 2025,2025,"Difficult-to-Manage Axial Spondyloarthritis According to ASAS Criteria in Reuma-Check Cohort: Frequency, Predictive Factors, and Treatment Patterns.",PubMed,1.0
40782043,Read 2025,2025,The Quality of Information Produced by ChatGPT About Conditions Managed by Interventional Radiologists.,PubMed,1.0
40781543,Lee 2025,2025,Human MAIT cells undergo clonal selection and expansion during thymic maturation and aging.,PubMed,1.0
40780071,Öztürk 2025,2025,Artificial intelligence as author: Can scientific reviewers recognize GPT-4o-generated manuscripts?,PubMed,1.0
40779971,Nabasenja 2025,2025,Exploring ChatGPT-4o-generated reflections: Alignment with professional standards in diagnostic radiography: A pilot experiment.,PubMed,1.0
40779798,Lee 2025,2025,Surgical treatment for complex adult lumbosacral lipomas excluding retethered cases: what are the benefits?,PubMed,1.0
40776019,Chu 2025,2025,AI-Assisted Detection Support for Middle Ear Diseases Using Multimodal Large Language Models.,PubMed,1.0
40775994,Ahn 2025,2025,Improving Radiology Report Generation with Semantic Understanding.,PubMed,1.0
40775874,Konishi 2025,2025,GS1 and RFID Integration for Enhanced Medical Device Traceability in Catheterisation Laboratories.,PubMed,1.0
40775018,Jung 2025,2025,Phenotype augmentation using generative AI for isocitrate dehydrogenase mutation prediction in glioma.,PubMed,1.0
40774878,Ozenbas 2025,2025,"Corrigendum to 'ChatGPT-4o's Performance in Brain Tumor Diagnosis and MRI Findings: A Comparative Analysis with Radiologists' [Acad Radiol, 32 (2025) 3608-3617].",PubMed,1.0
40774097,Puglisi 2025,2025,Brain Latent Progression: Individual-based spatiotemporal disease progression on 3D Brain MRIs via latent diffusion.,PubMed,1.0
40772993,Siqueira 2025,2025,Metabolic brain changes in post-acute COVID-19: systematic review and meta-analysis of [18F]-FDG-PET findings.,PubMed,1.0
40772964,Alnaqbi 2025,2025,"Practice patterns and challenges in the referral, diagnosis, management, and monitoring of axial spondyloarthritis: insights from an online survey of rheumatologists.",PubMed,1.0
40768167,Murakami 2025,2025,Visualization and endoscopic treatment of ruptured anastomotic varices using red dichromatic imaging: a case report.,PubMed,1.0
40762895,Nakayama 2025,2025,Real-time 3D US-CT fusion-based semi-automatic puncture robot system: clinical evaluation.,PubMed,1.0
40760711,Rojas-Albarracín 2025,2025,Expanding Domain-Specific Datasets with Stable Diffusion Generative Models for Simulating Myocardial Infarction.,PubMed,1.0
40760099,Yao 2025,2025,Evaluating acute image ordering for real-world patient cases via language model alignment with radiological guidelines.,PubMed,1.0
40759727,Aghaei 2025,2025,An integrated predictive model for Alzheimer's disease progression from cognitively normal subjects using generated MRI and interpretable AI.,PubMed,1.0
40759336,Abbara 2025,2025,Artificial intelligence and infectious diseases: Scope and perspectives.,PubMed,1.0
40758498,Zhong 2025,2025,VLM-CPL: Consensus Pseudo-Labels From Vision-Language Models for Annotation-Free Pathological Image Classification.,PubMed,1.0
40754135,Gupta 2025,2025,Rapid review: Growing usage of Multimodal Large Language Models in healthcare.,PubMed,1.0
40753419,Arpaci 2025,2025,Evaluation of the accuracy of ChatGPT-4 and Gemini's responses to the World Dental Federation's frequently asked questions on oral health.,PubMed,1.0
40753316,Omar 2025,2025,Multi-model assurance analysis showing large language models are highly vulnerable to adversarial hallucination attacks during clinical decision support.,PubMed,1.0
40752449,Çamur 2025,2025,Evaluating Large Language Models for imaging modality selection: Potential to reduce unnecessary contrast agent use and radiation exposure.,PubMed,1.0
40749322,Terzis 2025,2025,Evaluation of GPT-4o for multilingual translation of radiology reports across imaging modalities.,PubMed,1.0
40749190,Hirosawa 2025,2025,Utility of Generative Artificial Intelligence for Japanese Medical Interview Training: Randomized Crossover Pilot Study.,PubMed,1.0
40748811,Park 2025,2025,M4CXR: Exploring Multitask Potentials of Multimodal Large Language Models for Chest X-Ray Interpretation.,PubMed,1.0
40748459,López-Úbeda 2026,2026,Natural language processing and LLMs in liver imaging: a practical review of clinical applications.,PubMed,1.0
40745655,Li 2025,2025,Enhanced stroke risk prediction in hypertensive patients through deep learning integration of imaging and clinical data.,PubMed,1.0
40745280,Kim 2025,2025,Impact of large language models and vision deep learning models in predicting neoadjuvant rectal score for rectal cancer treated with neoadjuvant chemoradiation.,PubMed,1.0
40742646,Schlemmer 2025,2025,Navigating the AI revolution: will radiology sink or soar?,PubMed,1.0
40742451,Indrakanti 2025,2025,Information Extraction and Summarization for Neurovascular Consultations with GPT-4o: A Clinical Case Study.,PubMed,1.0
40741541,Godoy 2025,2025,Hybrid framework for automated generation of mammography radiology reports.,PubMed,1.0
40739974,Gallifant 2025,2025,The TRIPOD-LLM reporting guideline for studies using large language models: a Korean translation.,PubMed,1.0
40737609,Maruyama 2025,2025,Role of Artificial Intelligence in Surgical Training by Assessing GPT-4 and GPT-4o on the Japan Surgical Board Examination With Text-Only and Image-Accompanied Questions: Performance Evaluation Study.,PubMed,1.0
40737604,Naliyatthaliyazchayil 2025,2025,Evaluating the Reasoning Capabilities of Large Language Models for Medical Coding and Hospital Readmission Risk Stratification: Zero-Shot Prompting Approach.,PubMed,1.0
40735106,Lin 2025,2025,"CXR-LT 2024: A MICCAI challenge on long-tailed, multi-label, and zero-shot disease classification from chest X-ray.",PubMed,1.0
40735099,Lanfredi 2025,2025,LEAVS: An LLM-based Labeler for Abdominal CT Supervision.,PubMed,1.0
40732620,Zedadra 2025,2025,Multi-Modal AI for Multi-Label Retinal Disease Prediction Using OCT and Fundus Images: A Hybrid Approach.,PubMed,1.0
40732431,Haider 2025,2025,Synthetic Patient-Physician Conversations Simulated by Large Language Models: A Multi-Dimensional Evaluation.,PubMed,1.0
40731843,Tan 2025,2025,Association and Prevalence of Lower Urinary Tract Symptoms in Individuals with Sarcopenia: A Systematic Review and Meta-Analysis.,PubMed,1.0
40728502,Bertolín-Boronat 2025,2025,A case report on myocarditis and right chamber dilation: cardiac magnetic resonance acquisition for accurate diagnosis.,PubMed,1.0
40726851,Chidurala 2025,2025,A Review of Artificial Intelligence Models for Detecting Breast Arterial Calcification on Mammograms and Their Clinical Implications.,PubMed,1.0
40726742,Adams 2025,2025,<i>LongHealth</i>: A Question Answering Benchmark with Long Clinical Documents.,PubMed,1.0
40722398,Trabilsy 2025,2025,The PIEE Cycle: A Structured Framework for Red Teaming Large Language Models in Clinical Decision-Making.,PubMed,1.0
40722390,Wu 2025,2025,Adaptive RAG-Assisted MRI Platform (ARAMP) for Brain Metastasis Detection and Reporting: A Retrospective Evaluation Using Post-Contrast T1-Weighted Imaging.,PubMed,1.0
40722282,Abdul Manan 2025,2025,Mapping the Olfactory Brain: A Systematic Review of Structural and Functional Magnetic Resonance Imaging Changes Following COVID-19 Smell Loss.,PubMed,1.0
40719310,Vahdani 2025,2025,Towards trustworthy artificial intelligence in musculoskeletal medicine: A narrative review on uncertainty quantification.,PubMed,1.0
40715866,Truong 2025,2025,Exploring AI-Based System Design for Pixel-Level Protected Health Information Detection in Medical Images.,PubMed,1.0
40715863,Prucker 2025,2025,Privacy-Preserving Generation of Structured Lymphoma Progression Reports from Cross-sectional Imaging: A Comparative Analysis of Llama 3.3 and Llama 4.,PubMed,1.0
40715862,Dede 2025,2025,Could a New Method of Acromiohumeral Distance Measurement Emerge? Artificial Intelligence vs. Physician.,PubMed,1.0
40714846,Okur 2026,2026,Comparison of Diagnostic Performance Between Large Language Models and Veterinary Evaluators in Feline Ocular Diseases Based on Clinical Summaries and Anterior Segment Photographs.,PubMed,1.0
40713828,Tjandrawinata 2025,2025,Guardians of the sea: molecular and biochemical adaptations in sharks and whales for atherosclerosis resistance and their potential in human cardioprotection.,PubMed,1.0
40713063,Bloom 2025,2025,Digitalizing English-language CT Interpretation for Positive Haemorrhage Evaluation Reporting: the DECIPHER study.,PubMed,1.0
40712735,Denholm 2025,2025,Virtual Histological Staining as a Tool for Extending Renal Segmentation Across Stains.,PubMed,1.0
40708277,Tassoker 2026,2026,"Who Knows Anatomy Best? A Comparative Study of ChatGPT-4o, DeepSeek, Gemini, and Claude.",PubMed,1.0
40706647,Tripathi 2026,2026,Toward Pediatric Patient-Friendly Education Material Using Generative Artificial Intelligence.,PubMed,1.0
40706196,Spitzl 2025,2025,LLM-powered breast cancer staging from PET/CT reports: a comparative performance study.,PubMed,1.0
40705831,Kamran 2025,2025,FedGAN: Federated diabetic retinopathy image generation.,PubMed,1.0
40700462,Lakhotia 2025,2025,Machine learning in dentistry: a scoping review.,PubMed,1.0
40699279,Bellini 2025,2025,"Hi ChatGPT, I am a Radiologist, How can you help me?",PubMed,1.0
40697891,Nieves-Lopez 2025,2025,Exploring ChatGPT's Efficacy in Orthopaedic Arthroplasty Questions Compared to Adult Reconstruction Surgeons.,PubMed,1.0
40696275,Ozturk 2025,2025,Artificial intelligence in predicting macular hole surgery outcomes: a focus on optical coherence tomography parameters.,PubMed,1.0
40696098,Soffer 2025,2025,Pitfalls of large language models in medical ethics reasoning.,PubMed,1.0
40695926,Kavousinejad 2025,2025,Developing an artificial intelligence-based progressive growing GAN for high-quality facial profile generation and evaluation through turing test and aesthetic analysis.,PubMed,1.0
40691514,Ozyoruk 2026,2026,Artificial intelligence-generated apparent diffusion coefficient (AI-ADC) maps for prostate gland assessment: a multi-reader study.,PubMed,1.0
40691011,Lorenzoni 2025,2025,Large language models in public health: opportunity or threat? The case of button battery injuries.,PubMed,1.0
40690338,Che 2026,2026,LLM-Driven Medical Report Generation via Communication-Efficient Heterogeneous Federated Learning.,PubMed,1.0
40690168,Bheemireddy 2025,2025,The Use of ChatGPT-4.0 to Simplify Breast Pathology Reports: A Study on Readability and Accuracy.,PubMed,1.0
40686449,Bayar-Kapıcı 2026,2026,Artificial intelligence in radiology: diagnostic sensitivity of ChatGPT for detecting hemorrhages in cranial computed tomography scans.,PubMed,1.0
40686400,Emekli 2025,2025,Artificial intelligence in radiology examinations: a psychometric comparison of question generation methods.,PubMed,1.0
40685230,Hoppe 2025,2025,Artificial intelligence in coronary angiography: benchmarking the diagnostic accuracy of ChatGPT-4o against interventional cardiologists.,PubMed,1.0
40684906,Safadi 2025,2025,Quality of Human Expert vs Large Language Model-Generated Multiple-Choice Questions in the Field of Mechanical Ventilation.,PubMed,1.0
40684785,Pott 2025,2025,"Breathing barriers: bridging lung health, research, and awareness.",PubMed,1.0
40683982,Fukui 2025,2025,Evaluation of a retrieval-augmented generation system using a Japanese Institutional Nuclear Medicine Manual and large language model-automated scoring.,PubMed,1.0
40681091,Holten 2025,2025,A case of fatal hemorrhagic fever associated with tick-borne encephalitis virus infection.,PubMed,1.0
40678070,Kang 2025,2025,Performance of large language models in the differential diagnosis of benign and malignant biliary stricture.,PubMed,1.0
40677929,Rao 2025,2025,Development and Evaluation of an Artificial Intelligence-Powered Surgical Oral Examination Simulator: A Pilot Study.,PubMed,1.0
40676533,Tassoker 2025,2025,Exploring ChatGPT's potential in diagnosing oral and maxillofacial pathologies: a study of 123 challenging cases.,PubMed,1.0
40676516,Liu 2025,2025,Co-occurrence of Peutz-Jeghers syndrome and unilateral multicystic dysplastic kidney: a case report.,PubMed,1.0
40676277,Valizadeh 2025,2025,Whiplash-associated injuries in medicolegal contexts: a review of imaging findings and a pictorial essay.,PubMed,1.0
40676128,Sevinç 2025,2025,An academic evaluation of ChatGpt's ability and accuracy in creating patient education resources for rare cardiovascular diseases.,PubMed,1.0
40675866,Jonah Barrett 2025,2025,Documenting Disclosure: Limited Reporting of Generative AI Usage in Radiology Research Manuscripts.,PubMed,1.0
40675728,Salvador 2025,2025,Comparing ChatGPT and medical student performance in a real image-based Radiology and Applied Physics in Medicine exam.,PubMed,1.0
40675424,Rezaei 2025,2025,Future of Alzheimer's detection: Advancing diagnostic accuracy through the integration of qEEG and artificial intelligence.,PubMed,1.0
40674889,Karahan 2025,2025,"Comparison of applicability, difficulty, and discrimination indices of multiple-choice questions on medical imaging generated by different AI-based chatbots.",PubMed,1.0
40674439,Biswas 2025,2025,FLPneXAINet: Federated deep learning and explainable AI for improved pneumonia prediction utilizing GAN-augmented chest X-ray data.,PubMed,1.0
40674364,Güven 2025,2025,WITHDRAWN: Can ChatGPT Diagnose Hematological Diseases from Peripheral Blood Smear Images?,PubMed,1.0
40670943,Zhao 2025,2025,Conditional GAN performs better than orthopedic surgeon in virtual reduction of femoral neck fracture.,PubMed,1.0
40670456,Khan 2025,2025,Artificial intelligence-based diabetes risk prediction from longitudinal DXA bone measurements.,PubMed,1.0
40669506,Fink 2026,2026,From Referral to Reporting: The Potential of Large Language Models in the Radiological Workflow.,PubMed,1.0
40668479,Fujishima 2025,2025,Preoperative intestine-to-liver CT ratio: useful predictor of resection in strangulated obstruction.,PubMed,1.0
40668132,Zhang 2025,2025,Single Inspiratory Chest CT-based Generative Deep Learning Models to Evaluate Functional Small Airways Disease.,PubMed,1.0
40663225,Ito 2025,2025,Vision-language model performance on the Japanese Nuclear Medicine Board Examination: high accuracy in text but challenges with image interpretation.,PubMed,1.0
40662770,Kurland 2025,2025,"Augmenting Large Language Models With Automated, Bibliometrics-Powered Literature Search for Knowledge Distillation: A Pilot Study for Common Spinal Pathologies.",PubMed,1.0
40660797,Uh 2025,2025,Improving reconstruction of patient-specific abnormalities in AI-driven fast MRI with an individually adapted diffusion model.,PubMed,1.0
40659838,Cahan 2025,2025,X-ray2CTPA: leveraging diffusion models to enhance pulmonary embolism classification.,PubMed,1.0
40659835,Dong 2026,2026,A generative model uses healthy and diseased image pairs for pixel-level chest X-ray pathology localization.,PubMed,1.0
40659619,Zhang 2025,2025,Generative AI enables medical image segmentation in ultra low-data regimes.,PubMed,1.0
40658575,Jin 2025,2025,Clinical Stage Prompt Induced Multi-Modal Prognosis.,PubMed,1.0
40658199,Saito 2026,2026,One-lung ventilation and right-sided double-lumen tubes: a national survey of current practice in Japan.,PubMed,1.0
40656850,Felemban 2025,2025,Evaluating the accuracy of CHATGPT models in answering multiple-choice questions on oral and maxillofacial pathologies and oral radiology.,PubMed,1.0
40652036,Basu 2025,2025,Optimizing AI solutions for population health in primary care.,PubMed,1.0
40650866,Zhang 2025,2025,Self-supervised data-driven approach defines pathological high-frequency oscillations in epilepsy.,PubMed,1.0
40650735,Jung 2025,2025,Accuracy of large language models in generating differential diagnosis from clinical presentation and imaging findings in pediatric cases.,PubMed,1.0
40647634,Lanzafame 2025,2025,"Chatbots in Radiology: Current Applications, Limitations and Future Directions of ChatGPT in Medical Imaging.",PubMed,1.0
40647374,Chen 2025,2025,Exploring the Potential of ChatGPT-4o in Thyroid Nodule Diagnosis Using Multi-Modality Ultrasound Imaging: Dual- vs. Triple-Modality Approaches.,PubMed,1.0
40647373,Chan 2025,2025,Evaluating the Accuracy of Privacy-Preserving Large Language Models in Calculating the Spinal Instability Neoplastic Score (SINS).,PubMed,1.0
40646660,Hyeamang 2025,2025,AI's ability to interpret unlabeled anatomy images and supplement educational research as an AI rater.,PubMed,1.0
40646586,Chen 2025,2025,Effects of generative artificial intelligence on cognitive effort and task performance: study protocol for a randomized controlled experiment among college students.,PubMed,1.0
40645169,Fahrner 2025,2025,The generative era of medical AI.,PubMed,1.0
40644686,Li 2025,2025,Implementing Large Language Models in Health Care: Clinician-Focused Review With Interactive Guideline.,PubMed,1.0
40640908,Zhang 2025,2025,Linking metabolic score for visceral fat to heart failure: insights from national health and nutrition examination survey 2003-2018.,PubMed,1.0
40640648,de Boer 2025,2025,Post-mortem cardiac-specific troponin-I (cTnI) to determine the cause of non-traumatic hemopericardium.,PubMed,1.0
40637685,Bozyel 2025,2025,Large Language Models in Intracardiac Electrogram Interpretation: A New Frontier in Cardiac Diagnostics for Pacemaker Patients.,PubMed,1.0
40637302,Choubey 2025,2025,Data Extraction and Curation from Radiology Reports for Pancreatic Cyst Surveillance Using Large Language Models.,PubMed,1.0
40637219,Fu 2025,2025,Limitations of Correlation Coefficients in Research on Functional Connectomes and Psychological Processes.,PubMed,1.0
40636608,Alshraideh 2025,2025,Hybrid AI Framework for the Early Detection of Heart Failure: Integrating Traditional Machine Learning and Generative Language Models With Clinical Data.,PubMed,1.0
40635255,Eldesoqui 2025,2025,Assessing the Anatomical Accuracy of AI-Generated Medical Illustrations: A Comparative Study of Text-to-Image Generator Tools in Anatomy Education.,PubMed,1.0
